Job title,Company,location,job type
Full Stack Developer - Remote,Sequel Solutions -,"Cairo, Egypt ",Internship
FREE Invitation to Egypt Career Summit - #Towards_Financial_Growth,Career180 -,"New Cairo, Cairo, Egypt ",Full Time
Stocker II - Receiving,Ali Bin Ali -,"Kuwait City, Kuwait ",Full Time
Stocker I - Receiving,Ali Bin Ali -,"Kuwait City, Kuwait ",Full Time
Retail Analyst,Ali Bin Ali -,"Kuwait City, Kuwait ",Full Time
Data Statistics Expert,The Professionals -,"Riyadh, Saudi Arabia ",Full Time
Data Science Expert,The Professionals -,"Riyadh, Saudi Arabia ",Full Time
Backend Developer,Stackdeans -,"San Stefano, Alexandria, Egypt ",Full Time
MI Analyst (PMO) _VOIS,_VOIS -,"Cairo, Egypt ",Full Time
Senior Software Engineer – Combat Systems,ARENGY -,"Dubai, United Arab Emirates ",Full Time
Project Planning and Controls Director ( Background in Design Projects),WSP in the Middle East -,"Dubai, United Arab Emirates ",Full Time
Science Teacher,Atlas Teachers -,"Kuwait City, Kuwait ",Freelance / Project
Principal,Atlas Teachers -,"Kuwait City, Kuwait ",Freelance / Project
Software Engineering Tutor Teacher,Sequel Solutions -,"Cairo, Egypt ",Part Time
Cybersecurity GRC Specialist,SMART Technology Solutions -,"Cairo, Egypt ",Full Time
Senior Software Developer,Sequel Solutions -,"Cairo, Egypt ",Full Time
Lead of Commissioning I&C,Brunel -,"Doha, Qatar ",Full Time
Head of Transportation and Installation Engineering,Brunel -,"Doha, Qatar ",Full Time
IMI2240 - Engineering Consultant-Accommodation,International Maritime Industries -,"Riyadh, Saudi Arabia ",Full Time
Senior Testing & Commissioning Eng,Hitachi Energy -,"Riyadh, Saudi Arabia ",Freelance / Project
SA Service Tendering Lead,Hitachi Energy -,"Riyadh, Saudi Arabia ",Full Time
Risk Manager,eToro -,"Dubai, United Arab Emirates ",Full Time
Mobility Services Management Section Manager - 631613603,stc -,"Riyadh, Saudi Arabia ",Full Time
Solutions Architect [Dubai],Taurus SA -,"Dubai, United Arab Emirates ",Full Time
SMM Manager at Marc Kirsten GmbH,join.com -,"Dubai, United Arab Emirates ",Full Time
Head of Project Controls – Process,Brunel -,"Doha, Qatar ",Full Time
Master Scheduler,ABB -,"Cairo, Egypt ",Full Time
IT Help Desk Intern.,Sutherland -,"Attarin, Alexandria, Egypt ",Internship
It Help Desk Intern,Sutherland -,"New Cairo, Cairo, Egypt ",Internship
Senior Data Engineer,DXC Technology -,"Cairo, Egypt ",Full Time
Security Guard,Baideshik Rojgar -,"Dubai, United Arab Emirates ",Full Time
Next.js 14 - Front-end developer - internship,Alexandria For Programming -,"Bolkly, Alexandria, Egypt ",Internship
Microsoft Dynamics AX Functional (Supply Chain ),Al Watania Poultry -,"Smart Village, Giza, Egypt ",Full Time
Payable Accountant,Data Science -,"Hadayek October, Giza, Egypt ",Full Time
Internship - Front Office - February 2024,Centro Hotels by Rotana -,"Doha, Qatar ",Full Time
Cyber Security Manager,ENGIE Middle East -,"Riyadh, Saudi Arabia ",Full Time
Quality Assurance Tester (Full Stack),Norconsult Telematics -,"Riyadh, Saudi Arabia ",Full Time
Information Technology Project Manager,Norconsult Telematics -,"Riyadh, Saudi Arabia ",Full Time
Project Control Manager (Risk),Mace -,"Riyadh, Saudi Arabia ",Full Time
Data Center Sales Manger,Eaton -,"Riyadh, Saudi Arabia ",Full Time
Senior Business Analyst,RMG -,"Qal`at Bishah, Saudi Arabia ",Full Time
Ethics & Compliance Manager (EMEA),TikTok -,"Dubai, United Arab Emirates ",Full Time
ERP Administrator,PowerCom -,"New Cairo, Cairo, Egypt ",Full Time
IT Administrator,PowerCom -,"New Cairo, Cairo, Egypt ",Full Time
Senior Backend Developer,Leadintop -,"Maadi, Cairo, Egypt ",Full Time
Senior Process Engineer,Ball Corporation -,"Cairo, Egypt ",Full Time
Junior Help Desk IT Specialist,Confidential -,"Darrasa, Cairo, Egypt ",Full Time
Scrum Master,Fawry for Banking Technology and Electronic Payments S.A.E -,"6th of October, Giza, Egypt ",Full Time
Software Presales Engineer,ysolution -,"New Damietta, Damietta, Egypt ",Full Time
Store IT Helpdesk (Thumamah Store),IKEA Saudi Arabia & Bahrain -,"Riyadh, Saudi Arabia ",Full Time
Project Engineering Manager (Offshore Projects).,Worley -,"Doha, Qatar ",Full Time
Implementation Project Manager (Odoo),Outservingplus -,"New Cairo, Cairo, Egypt ",Full Time
ERP Implementation and Development Specialist,Riadco 2000 -,"Obour City, Cairo, Egypt ",Full Time
Security Officer - Staybridge Suites Doha,IHG Hotels & Resorts -,"Doha, Qatar ",Full Time
Nas Travels Tour Lead (Project-Based),Nas Daily -,"Cairo, Egypt ",Full Time
Mobile Development Team Leader ( iOS / Android ),SalesArm -,"New Cairo, Cairo, Egypt ",Full Time
Software Architecture,PowerCom -,"New Cairo, Cairo, Egypt ",Full Time
Wordpress Developer,NamaaIT -,"Cairo, Egypt ",Full Time
Collection Team Lead,dubizzle Egypt -,"Cairo, Egypt ",Full Time
Cyber Security Engineer,PowerCom -,"New Cairo, Cairo, Egypt ",Full Time
Software Product Owner,Green Valley -,"Heliopolis, Cairo, Egypt ",Full Time
Projects Manager,Confidential -,"Cairo, Egypt ",Full Time
IT Administrator,H. M. Al Rugaib & Sons Trading Co. - شركة حمد محمد الرقيب و أولاده التجارية -,"Riyadh, Saudi Arabia ",Full Time
Senior .Net Developer,Ajaari LLC -,"Cairo, Egypt ",Full Time
Scrum Master - In KSA,Ejada  -,"Cairo, Egypt ",Full Time
Senior Contracts Engineer,KEO International Consultants -,"Makkah, Saudi Arabia ",Full Time
Product Innovation Manager,Qoyod - قيود -,"Riyadh, Saudi Arabia ",Full Time
Quality Assurance Engineer (Manual),classera -,"New Cairo, Cairo, Egypt ",Full Time
Senior Odoo Developer,OdooTec -,"New Cairo, Cairo, Egypt ",Full Time
Prestashop Developer,Tornado Projects -,"Muscat, Oman ",Full Time
SAP BI-Planning,Bwsala -,"Riyadh, Saudi Arabia ",Full Time
Scrum Master,eVision -,"New Cairo, Cairo, Egypt ",Full Time
IT Specialist,Confidential -,"Giza, Egypt ",Full Time
Senior Integration & Middleware Support Officer,Sscegypt -,"Cairo, Egypt ",Full Time
Fashion Consultant - Tryano (Yas Mall) RETAIL & DISTRIBUTION · Abu Dhabi,Chalhoub Group -,"Abu Dhabi, United Arab Emirates ",Full Time
"Require Maths Teacher for IIT JEE Education Institute in Dubai, Abu Dhabi & Sharjah",EducoHire -,"Dubai, United Arab Emirates ",Full Time
"Senior Commercial Controller, Egypt & NA",Reckitt Benckiser -,"Cairo, Egypt ",Full Time
Business Analyst - Supply Chain Business Control,Heineken -,"Cairo, Egypt ",Full Time
Senior Mechanical Engineer,Dar Al Riyadh Consultants -,"Riyadh, Saudi Arabia ",Full Time
Senior Interior Designer (Residential),ecocareers -,"Dubai, United Arab Emirates ",Full Time
Junior PPC Associate,Project Growth -,"Cairo, Egypt ",Freelance / Project
Fashion Consultant - Level Shoes Dubai Mall (Emiratization) RETAIL & DISTRIBUTION · Dubai,Chalhoub Group -,"Dubai, United Arab Emirates ",Full Time
Technical Support Engineer..,SupportFinity™ -,"Dubai, United Arab Emirates ",Full Time
teamwork,zah -,"Nasr City, Cairo, Egypt ",Full Time
Customer Success Engineer at Mailscale,join.com -,"Dubai, United Arab Emirates ",Full Time
DevOps Pre-sales Engineer,IT Valley -,"Dokki, Giza, Egypt ",Full Time
Coding Instructor,Machinfy -,"Cairo, Egypt ",Full Time
Process Engineer,Procter & Gamble -,"Riyadh, Saudi Arabia ",Full Time
Software Engineering Manager,Consultz LLC -,"Dubai, United Arab Emirates ",Full Time
Senior Refinery Chemical Integration Operation Engineer,MatchaTalent -,"Dubai, United Arab Emirates ",Full Time
IGTB Test Engineer,Virtusa -,"Dubai, United Arab Emirates ",Full Time
(Global Oil Gas) Business Development Specialist - Refinery Chemical,MatchaTalent -,"Riyadh, Saudi Arabia ",Full Time
Sr Operations Engineer - Olefins Polymers Operations,MatchaTalent -,"Kuwait City, Kuwait ",Full Time
2024 Operational Security Internship - UAE National,Amazon Web Services (AWS) -,"Dubai, United Arab Emirates ",Full Time
Software Project Manager (Odoo),Outservingplus -,"Cairo, Egypt ",Full Time
"Assessments and Innovation, Senior Advisor",Peraton -,"Dubai, United Arab Emirates ",Full Time
Internship - Food & Beverage - April 2024,Rotana Hotels & Resorts -,"Dubai, United Arab Emirates ",Full Time
IT Project Management Consultant,BIZ EASY -,"Dubai, United Arab Emirates ",Full Time
"Data Center Operations Internship - UAE National , DCO",Amazon Web Services (AWS) -,"Dubai, United Arab Emirates ",Full Time
Business consultant,BIZ EASY -,"Dubai, United Arab Emirates ",Full Time
Professional Services Specialist,Johnson & Johnson -,"Dubai, United Arab Emirates ",Full Time
Rewards Associate Middle East & Global Shisha,JTI (Japan Tobacco International) -,"Dubai, United Arab Emirates ",Full Time
2024 Engineering for Change (E4C) Fellowship,"Engineering for Change, LLC -","Riyadh, Saudi Arabia ",Full Time
BID - Safety Manager - SAU - HHR Shadow Operator (f/m/d),Deutsche Bahn -,"Riyadh, Saudi Arabia ",Full Time
Application Designer-Onsite,SupportFinity™ -,"Riyadh, Saudi Arabia ",Full Time
Senior Systems Engineer Red Sea Airport - KSA National only,Honeywell -,"Riyadh, Saudi Arabia ",Full Time
IT / Cybersecurity Sales,CBS Comprehensive Business Services -,"Riyadh, Saudi Arabia ",Full Time
"Senior Systems Engineer Red Sea Airport (ICT, Airport Systems) - KSA National only",Honeywell -,"Riyadh, Saudi Arabia ",Full Time
Rigger Level 1,ICM People do Brasil -,"Riyadh, Saudi Arabia ",Full Time
"Product Operations Manager, Signals",TikTok -,"Dubai, United Arab Emirates ",Full Time
Senior Contracts Manager/Administrator,Mace -,"Riyadh, Saudi Arabia ",Full Time
System Engineer,Imploy -,"Riyadh, Saudi Arabia ",Full Time
Health Services Manager,TheTalentPoint | Jobs in UAE & Middleeast -,"Dubai, United Arab Emirates ",Full Time
Client Partner - Tourism & Events (KSA),TikTok -,"Riyadh, Saudi Arabia ",Full Time
Maintenance Tech II,Sonder Inc. -,"Dubai, United Arab Emirates ",Full Time
BID - Contract Manager - SAU (f/m/d),Deutsche Bahn -,"Riyadh, Saudi Arabia ",Full Time
Sales Graduate Hydronics,Danfoss -,"Riyadh, Saudi Arabia ",Full Time
Construction Senior Supervisor- E&I,Worley -,"Dubai, United Arab Emirates ",Full Time
T24 Principle Consultant,Expleo Group -,"Cairo, Egypt ",Full Time
Senior Test Automation Engineer | Java - Selenium,Expleo Group -,"Cairo, Egypt ",Full Time
SQL Database Admin,Expleo Group -,"Cairo, Egypt ",Full Time
Associate Software Engineer,Siemens Digital Industries Software -,"Cairo, Egypt ",Full Time
Product Designer,Shezlong -,"Cairo, Egypt ",Full Time
Machine Learning Engineer,Siemens Digital Industries Software -,"Cairo, Egypt ",Full Time
Lead/Senior Onshore Pipelines Engineer,Worley -,"Riyadh, Saudi Arabia ",Full Time
Senior Engineer (Guidance & Control),HALCON -,"Dubai, United Arab Emirates ",Full Time
"QA/QC Supervisor – E&I (HV, MV, LV) - Neom GHE (Open)",Air Products -,"Tabuk, Saudi Arabia ",Full Time
"Enterprise Account Executive, Growth - Arabic speaker",MongoDB -,"Dubai, United Arab Emirates ",Full Time
Lead MEP Engineer,WSP in the Middle East -,"Riyadh, Saudi Arabia ",Full Time
Housekeeping Team Leader,Park Hyatt -,"Dubai, United Arab Emirates ",Full Time
Data Center Engineering Operations Internship - UAE National Only,Amazon Web Services (AWS) -,"Dubai, United Arab Emirates ",Full Time
BID - Operations Manager - SAU (f/m/d),Deutsche Bahn -,"Riyadh, Saudi Arabia ",Full Time
Senior Mechanical Engineer,WSP in the Middle East -,"Riyadh, Saudi Arabia ",Full Time
Location Engineering Director,Worley -,"Riyadh, Saudi Arabia ",Full Time
Senior Service Engineer,ABB -,"Dubai, United Arab Emirates ",Full Time
L2 OPERATIONS AND SUPPORT ENGINEER,Thales -,"Riyadh, Saudi Arabia ",Full Time
Technical Account Manager II,UiPath -,"Dubai, United Arab Emirates ",Full Time
Senior Engineer (Mechanical),HALCON -,"Dubai, United Arab Emirates ",Full Time
Senior ROV Pilot Technician - Egyptian National,Oceaneering -,"Cairo, Egypt ",Full Time
"Senior Project Manager, Public Relations",APCO Worldwide -,"Riyadh, Saudi Arabia ",Full Time
T24 Senior Consultant,Expleo Group -,"Cairo, Egypt ",Full Time
T24 Consultant,Expleo Group -,"Cairo, Egypt ",Full Time
IT Specialist - Information Technology - InterContinental Hotels Group® Dubai Festival City,IHG Hotels & Resorts -,"Dubai, United Arab Emirates ",Full Time
Customer Technical Manager,Ericsson -,"Makkah, Saudi Arabia ",Full Time
Technology Innovation Manager,Michael Page -,"Riyadh, Saudi Arabia ",Full Time
Administration Specialist – Attorney Support,Latham & Watkins -,"Riyadh, Saudi Arabia ",Full Time
"Store Manager | Retail | Maje | Galleria Mall, Abu Dhabi",Al-Futtaim -,"Dubai, United Arab Emirates ",Full Time
Senior procurement Engineer,Noases -,"Nasr City, Cairo, Egypt ",Full Time
Senior HSE Engineer - Offshore Site,Worley -,"Doha, Qatar ",Full Time
"Portfolio Management Professional, Americas Team, Doha, Qatar",PER -,"Doha, Qatar ",Full Time
Virtual Technology and AI Support Officer,SEMARTI -,"Jeddah, Saudi Arabia ",Part Time
Traffic Marshal (AY 24-25),ASCS Nad Al Sheba -,"Dubai, United Arab Emirates ",Full Time
Data Analyst,Talent Disruptors -,"Cairo, Egypt ",Full Time
QA Engineer,Gulf Business Machines PND -,"Riyadh, Saudi Arabia ",Full Time
Project Manager - Annual Maintenance Contracts (AMC),Naffco -,"Ajman, United Arab Emirates ",Full Time
Senior Software Engineer,Confidential -,"Nasr City, Cairo, Egypt ",Full Time
TEST DATA MANAGEMENT MANAGER,Commercial International Group -,"Cairo, Egypt ",Full Time
Senior Network & Security Engineer,"Integrant, Inc. -","Cairo, Egypt ",Full Time
TESTING AUTOMATION LEAD,Commercial International Group -,"Cairo, Egypt ",Full Time
Senior Manager Project,Farah Experiences LLC -,"Dubai, United Arab Emirates ",Full Time
Microsoft 365 Administrator Specialist,TetherView -,"Cairo, Egypt ",Full Time
Network Engineer,Crescent Petroleum -,"Dubai, United Arab Emirates ",Full Time
Senior Big Data Administrator,Sscegypt -,"Cairo, Egypt ",Full Time
"Assistant, Associate or Full Professor in Humanities in Architecture",Aucegypt -,"Cairo, Egypt ",Full Time
GE Vernova Commercial Leadership Program (CLP) - 2024,GE Hitachi Nuclear Energy -,"Dubai, United Arab Emirates ",Full Time
IT INFRASTRUCTURE SERVICE DELIVERY MANAGER,Duncan & Ross -,"Riyadh, Saudi Arabia ",Full Time
Application Deployment Officer,Sscegypt -,"Cairo, Egypt ",Full Time
"Associate Partner, Cybersecurity Services",Gulf Business Machines PND -,"Dubai, United Arab Emirates ",Full Time
ARCHITECTURAL INSPECTOR,Duncan & Ross -,"Abu Dhabi, United Arab Emirates ",Full Time
Web Developer,TheTalentPoint | Jobs in UAE & Middleeast -,"Dubai, United Arab Emirates ",Full Time
(Global Oil Gas) Building and Life Safety Plans Examiner,MatchaTalent -,"Kuwait City, Kuwait ",Full Time
Transformation Assurance Value Director - CSS,Oracle -,"Dubai, United Arab Emirates ",Full Time
Oracle Transformation Assurance Delivery Director,Oracle -,"Dubai, United Arab Emirates ",Full Time
Payments Client Service Account Manager - Trade Commodity Specialist,JPMorgan Chase & Co. -,"Dubai, United Arab Emirates ",Full Time
Application Development Manager,JOH Partners -,"Dubai, United Arab Emirates ",Full Time
Junior Business Development Representative,Rekrut by Talent 360 -,"Cairo, Egypt ",Full Time
Fashion Consultant - CH RETAIL & DISTRIBUTION · Riyadh,Chalhoub Group -,"Riyadh, Saudi Arabia ",Full Time
"Engineer, Reliability",Adnocdistribution -,"Abu Dhabi, United Arab Emirates ",Full Time
Frontend Developer,Gulf Business Machines PND -,"Riyadh, Saudi Arabia ",Full Time
Infrastructure Development Manager (Setec) KSA,Alpin -,"Riyadh, Saudi Arabia ",Full Time
Infrastructure Design Manager B5 (Setec),Alpin -,"Riyadh, Saudi Arabia ",Full Time
Loga ganapathy.- Replacement,Atribs Metscon -,"Abu Dhabi, United Arab Emirates ",Full Time
IT Senior Consultant,"Integrant, Inc. -","Cairo, Egypt ",Full Time
Digital Transformation Project Manager,Atribs Metscon -,"Dubai, United Arab Emirates ",Full Time
PROGRAM MANAGER,Commercial International Group -,"Cairo, Egypt ",Full Time
Technical Testing Manager,Commercial International Group -,"Cairo, Egypt ",Full Time
Assistant or Associate Professor in Educational Leadership and Administration,Aucegypt -,"Cairo, Egypt ",Full Time
API MANAGEMENT TEAM HEAD,Commercial International Group -,"Cairo, Egypt ",Full Time
Quality Assurance Specialist (Hybrid),BayanTech -,"Cairo, Egypt ",Full Time
Senior Recruitment Consultant  - Banking and Financial Services/Legal,Black Pearl Consult -,"Dubai, United Arab Emirates ",Full Time
IT Specialist,RATP Dev Mobility Cairo -,"Cairo, Egypt ",Full Time
Senior Manager Finance Controls Office MENAT ( 1 year Project),HSBC -,"Dubai, United Arab Emirates ",Full Time
Manager Process Data Technology,Etihad Airways -,"Abu Dhabi, United Arab Emirates ",Full Time
Sr. Designer (E&I),NPCC -,"Dubai, United Arab Emirates ",Full Time
Sr. Commissioning Engineer,NPCC -,"Dubai, United Arab Emirates ",Full Time
Lead Construction Engineer,NPCC -,"Dubai, United Arab Emirates ",Full Time
Digital Solution Area Sales Specialist - Azure Infra - South African market,Microsoft -,"Cairo, Egypt ",Full Time
Qatar & Kuwait Finance Lead,Microsoft -,"Doha, Qatar ",Full Time
Performance Engineer,Viasat -,"Dubai, United Arab Emirates ",Full Time
Project Manager,Hitachi Energy -,"Riyadh, Saudi Arabia ",Full Time
Architect Inspector,Dar Al Riyadh Consultants -,"Riyadh, Saudi Arabia ",Full Time
"Engineer, Reliability",ADNOC (Abu Dhabi National Oil Company) -,"Abu Dhabi, United Arab Emirates ",Full Time
Architect of Record (AOR),Dar Al Riyadh Consultants -,"Riyadh, Saudi Arabia ",Full Time
Enterprise Software Sales Manager,Hitachi Energy -,"Riyadh, Saudi Arabia ",Freelance / Project
Project Governance,VAM Systems -,"Dubai, United Arab Emirates ",Full Time
Professional Services Consultant,"Fortinet, Inc -","Riyadh, Saudi Arabia ",Full Time
Consultant - Fashion - MK - Nakheel Dammam(45594) RETAIL & DISTRIBUTION · Dammam,Chalhoub Group -,"Dubai, United Arab Emirates ",Full Time
